A0A024RBG1,NUD4B_HUMAN
Q0IIM8,TBC8B_HUMAN
Q0JRZ9,FCHO2_HUMAN
Q0P641,CB080_HUMAN
Q0P651,ABD18_HUMAN
Q0P670,SPEM2_HUMAN
Q0P6D2,DIK1C_HUMAN
Q0P6D6,CCD15_HUMAN
Q0P6H9,TMM62_HUMAN
Q0VAA2,LR74A_HUMAN
Q0VAQ4,SMAGP_HUMAN
Q0VD83,APOBR_HUMAN
Q0VD86,INCA1_HUMAN
Q0VDD7,CS057_HUMAN
Q0VDD8,DYH14_HUMAN
Q0VDE8,ADIG_HUMAN
Q0VF96,CGNL1_HUMAN
Q0VFZ6,CC173_HUMAN
Q0VG99,MESP2_HUMAN
Q0VGE8,ZN816_HUMAN
Q0WX57,U17LO_HUMAN
Q0ZGT2,NEXN_HUMAN
Q10469,MGAT2_HUMAN
Q10471,GALT2_HUMAN
Q10472,GALT1_HUMAN
Q10570,CPSF1_HUMAN
Q10571,MN1_HUMAN
Q10586,DBP_HUMAN
Q10587,TEF_HUMAN
Q10588,BST1_HUMAN
Q10589,BST2_HUMAN
Q11130,FUT7_HUMAN
Q11201,SIA4A_HUMAN
Q12756,KIF1A_HUMAN
Q12767,TMM94_HUMAN
Q12769,NU160_HUMAN
Q12770,SCAP_HUMAN
Q12772,SRBP2_HUMAN
Q12774,ARHG5_HUMAN
Q12778,FOXO1_HUMAN
Q12789,TF3C1_HUMAN
Q12791,KCMA1_HUMAN
Q12792,TWF1_HUMAN
Q12796,PNRC1_HUMAN
Q12797,ASPH_HUMAN
Q12800,TFCP2_HUMAN
Q12802,AKP13_HUMAN
Q12809,KCNH2_HUMAN
Q12815,TROAP_HUMAN
Q12816,TROP_HUMAN
Q12824,SNF5_HUMAN
Q12829,RB40B_HUMAN
Q12830,BPTF_HUMAN
Q12834,CDC20_HUMAN
Q12837,PO4F2_HUMAN
Q12840,KIF5A_HUMAN
Q12851,M4K2_HUMAN
Q12852,M3K12_HUMAN
Q12857,NFIA_HUMAN
Q12866,MERTK_HUMAN
Q12870,TCF15_HUMAN
Q12872,SFSWA_HUMAN
Q12873,CHD3_HUMAN
Q12874,SF3A3_HUMAN
Q12879,NMDE1_HUMAN
Q12884,SEPR_HUMAN
Q12887,COX10_HUMAN
Q12888,TP53B_HUMAN
Q12889,OVGP1_HUMAN
Q12893,TM115_HUMAN
Q12901,ZN155_HUMAN
Q12904,AIMP1_HUMAN
Q12905,ILF2_HUMAN
Q12906,ILF3_HUMAN
Q12907,LMAN2_HUMAN
Q12908,NTCP2_HUMAN
Q12918,KLRB1_HUMAN
Q12923,PTN13_HUMAN
Q12926,ELAV2_HUMAN
Q12929,EPS8_HUMAN
Q12931,TRAP1_HUMAN
Q12934,BFSP1_HUMAN
Q12946,FOXF1_HUMAN
Q12947,FOXF2_HUMAN
Q12948,FOXC1_HUMAN
Q12950,FOXD4_HUMAN
Q12951,FOXI1_HUMAN
Q12952,FOXL1_HUMAN
Q12955,ANK3_HUMAN
Q12959,DLG1_HUMAN
Q12965,MYO1E_HUMAN
Q12967,GNDS_HUMAN
Q12968,NFAC3_HUMAN
Q12972,PP1R8_HUMAN
Q12979,ABR_HUMAN
Q12980,NPRL3_HUMAN
Q12981,SEC20_HUMAN
Q12982,BNIP2_HUMAN
Q12986,NFX1_HUMAN
Q12988,HSPB3_HUMAN
Q12996,CSTF3_HUMAN
Q13002,GRIK2_HUMAN
Q13003,GRIK3_HUMAN
Q13009,TIAM1_HUMAN
Q13015,AF1Q_HUMAN
Q13017,RHG05_HUMAN
Q13023,AKAP6_HUMAN
Q13029,PRDM2_HUMAN
Q13033,STRN3_HUMAN
Q13042,CDC16_HUMAN
Q13043,STK4_HUMAN
Q13045,FLII_HUMAN
Q13061,TRDN_HUMAN
Q13064,MKRN3_HUMAN
Q13065,GAGE1_HUMAN
Q13075,BIRC1_HUMAN
Q13077,TRAF1_HUMAN
Q13085,ACACA_HUMAN
Q13087,PDIA2_HUMAN
Q13094,LCP2_HUMAN
Q13098,CSN1_HUMAN
Q13099,IFT88_HUMAN
Q13103,SPP24_HUMAN
Q13105,ZBT17_HUMAN
Q13106,ZN154_HUMAN
Q13107,UBP4_HUMAN
Q13111,CAF1A_HUMAN
Q13112,CAF1B_HUMAN
Q13113,PDZ1I_HUMAN
Q13114,TRAF3_HUMAN
Q13117,DAZ2_HUMAN
Q13118,KLF10_HUMAN
Q13123,RED_HUMAN
Q13127,REST_HUMAN
Q13129,RLF_HUMAN
Q13131,AAPK1_HUMAN
Q13133,NR1H3_HUMAN
Q13136,LIPA1_HUMAN
Q13137,CACO2_HUMAN
Q13144,EI2BE_HUMAN
Q13145,BAMBI_HUMAN
Q13148,TADBP_HUMAN
Q13151,ROA0_HUMAN
Q13153,PAK1_HUMAN
Q13155,AIMP2_HUMAN
Q13156,RFA4_HUMAN
Q13162,PRDX4_HUMAN
Q13163,MP2K5_HUMAN
Q13164,MK07_HUMAN
Q13177,PAK2_HUMAN
Q13183,S13A2_HUMAN
Q13185,CBX3_HUMAN
Q13188,STK3_HUMAN
Q13190,STX5_HUMAN
Q13191,CBLB_HUMAN
Q13200,PSMD2_HUMAN
Q13201,MMRN1_HUMAN
Q13202,DUS8_HUMAN
Q13203,MYBPH_HUMAN
Q13206,DDX10_HUMAN
Q13207,TBX2_HUMAN
Q13214,SEM3B_HUMAN
Q13219,PAPP1_HUMAN
Q13224,NMDE2_HUMAN
Q13227,GPS2_HUMAN
Q13233,M3K1_HUMAN
Q13237,KGP2_HUMAN
Q13239,SLAP1_HUMAN
Q13241,KLRD1_HUMAN
Q13242,SRSF9_HUMAN
Q13243,SRSF5_HUMAN
Q13247,SRSF6_HUMAN
Q13255,GRM1_HUMAN
Q13258,PD2R_HUMAN
Q13261,I15RA_HUMAN
Q13263,TIF1B_HUMAN
Q13275,SEM3F_HUMAN
Q13283,G3BP1_HUMAN
Q13285,STF1_HUMAN
Q13286,CLN3_HUMAN
Q13291,SLAF1_HUMAN
Q13304,GPR17_HUMAN
Q13308,PTK7_HUMAN
Q13309,SKP2_HUMAN
Q13310,PABP4_HUMAN
Q13315,ATM_HUMAN
Q13316,DMP1_HUMAN
Q13319,CD5R2_HUMAN
Q13322,GRB10_HUMAN
Q13323,BIK_HUMAN
Q13324,CRFR2_HUMAN
Q13330,MTA1_HUMAN
Q13332,PTPRS_HUMAN
Q13342,SP140_HUMAN
Q13351,KLF1_HUMAN
Q13352,CENPR_HUMAN
Q13356,PPIL2_HUMAN
Q13360,ZN177_HUMAN
Q13361,MFAP5_HUMAN
Q13362,2A5G_HUMAN
Q13363,CTBP1_HUMAN
Q13367,AP3B2_HUMAN
Q13368,MPP3_HUMAN
Q13370,PDE3B_HUMAN
Q13371,PHLP_HUMAN
Q13387,JIP2_HUMAN
Q13393,PLD1_HUMAN
Q13398,ZN211_HUMAN
Q13402,MYO7A_HUMAN
Q13405,RM49_HUMAN
Q13409,DC1I2_HUMAN
Q13410,BT1A1_HUMAN
Q13415,ORC1_HUMAN
Q13416,ORC2_HUMAN
Q13422,IKZF1_HUMAN
Q13425,SNTB2_HUMAN
Q13426,XRCC4_HUMAN
Q13427,PPIG_HUMAN
Q13428,TCOF_HUMAN
Q13432,U119A_HUMAN
Q13433,S39A6_HUMAN
Q13435,SF3B2_HUMAN
Q13438,OS9_HUMAN
Q13439,GOGA4_HUMAN
Q13442,HAP28_HUMAN
Q13443,ADAM9_HUMAN
Q13444,ADA15_HUMAN
Q13451,FKBP5_HUMAN
Q13454,TUSC3_HUMAN
Q13459,MYO9B_HUMAN
Q13461,FOXE3_HUMAN
Q13464,ROCK1_HUMAN
Q13467,FZD5_HUMAN
Q13469,NFAC2_HUMAN
Q13470,TNK1_HUMAN
Q13472,TOP3A_HUMAN
Q13474,DRP2_HUMAN
Q13477,MADCA_HUMAN
Q13480,GAB1_HUMAN
Q13487,SNPC2_HUMAN
Q13488,VPP3_HUMAN
Q13489,BIRC3_HUMAN
Q13490,BIRC2_HUMAN
Q13492,PICAL_HUMAN
Q13495,MAMD1_HUMAN
Q13496,MTM1_HUMAN
Q13501,SQSTM_HUMAN
Q13505,MTX1_HUMAN
Q13506,NAB1_HUMAN
Q13508,NAR3_HUMAN
Q13515,BFSP2_HUMAN
Q13516,OLIG2_HUMAN
Q13519,PNOC_HUMAN
Q13520,AQP6_HUMAN
Q13523,PRP4B_HUMAN
Q13530,SERC3_HUMAN
Q13535,ATR_HUMAN
Q13541,4EBP1_HUMAN
Q13542,4EBP2_HUMAN
Q13547,HDAC1_HUMAN
Q13554,KCC2B_HUMAN
Q13557,KCC2D_HUMAN
Q13561,DCTN2_HUMAN
Q13562,NDF1_HUMAN
Q13563,PKD2_HUMAN
Q13568,IRF5_HUMAN
Q13569,TDG_HUMAN
Q13572,ITPK1_HUMAN
Q13573,SNW1_HUMAN
Q13574,DGKZ_HUMAN
Q13585,MTR1L_HUMAN
Q13586,STIM1_HUMAN
Q13595,TRA2A_HUMAN
Q13596,SNX1_HUMAN
Q13601,KRR1_HUMAN
Q13610,PWP1_HUMAN
Q13613,MTMR1_HUMAN
Q13614,MTMR2_HUMAN
Q13615,MTMR3_HUMAN
Q13619,CUL4A_HUMAN
Q13620,CUL4B_HUMAN
Q13621,S12A1_HUMAN
Q13627,DYR1A_HUMAN
Q13634,CAD18_HUMAN
Q13635,PTC1_HUMAN
Q13639,5HT4R_HUMAN
Q13651,I10R1_HUMAN
Q13671,RIN1_HUMAN
Q13685,AAMP_HUMAN
Q13686,ALKB1_HUMAN
Q13698,CAC1S_HUMAN
Q13724,MOGS_HUMAN
Q13733,AT1A4_HUMAN
Q13740,CD166_HUMAN
Q13761,RUNX3_HUMAN
Q13769,THOC5_HUMAN
Q13772,NCOA4_HUMAN
Q13796,SHRM2_HUMAN
Q13823,NOG2_HUMAN
Q13825,AUHM_HUMAN
Q13829,BACD2_HUMAN
Q13835,PKP1_HUMAN
Q13838,DX39B_HUMAN
Q13873,BMPR2_HUMAN
Q13875,MOBP_HUMAN
Q13886,KLF9_HUMAN
Q13887,KLF5_HUMAN
Q13895,BYST_HUMAN
Q13905,RPGF1_HUMAN
Q13946,PDE7A_HUMAN
Q13950,RUNX2_HUMAN
Q13951,PEBB_HUMAN
Q13956,CNCG_HUMAN
Q13972,RGRF1_HUMAN
Q14003,KCNC3_HUMAN
Q14004,CDK13_HUMAN
Q14005,IL16_HUMAN
Q14008,CKAP5_HUMAN
Q14011,CIRBP_HUMAN
Q14012,KCC1A_HUMAN
Q14028,CNGB1_HUMAN
Q14031,CO4A6_HUMAN
Q14050,CO9A3_HUMAN
Q14055,CO9A2_HUMAN
Q14093,CYLC2_HUMAN
Q14094,CCNI_HUMAN
Q14103,HNRPD_HUMAN
Q14106,TOB2_HUMAN
Q14112,NID2_HUMAN
Q14114,LRP8_HUMAN
Q14118,DAG1_HUMAN
Q14119,VEZF1_HUMAN
Q14123,PDE1C_HUMAN
Q14126,DSG2_HUMAN
Q14134,TRI29_HUMAN
Q14137,BOP1_HUMAN
Q14139,UBE4A_HUMAN
Q14140,SRTD2_HUMAN
Q14141,SEPT6_HUMAN
Q14145,KEAP1_HUMAN
Q14147,DHX34_HUMAN
Q14149,MORC3_HUMAN
Q14151,SAFB2_HUMAN
Q14152,EIF3A_HUMAN
Q14153,FA53B_HUMAN
Q14154,DELE1_HUMAN
Q14155,ARHG7_HUMAN
Q14156,EFR3A_HUMAN
Q14157,UBP2L_HUMAN
Q14159,SPIDR_HUMAN
Q14161,GIT2_HUMAN
Q14162,SREC_HUMAN
Q14165,MLEC_HUMAN
Q14181,DPOA2_HUMAN
Q14183,DOC2A_HUMAN
Q14184,DOC2B_HUMAN
Q14185,DOCK1_HUMAN
Q14186,TFDP1_HUMAN
Q14188,TFDP2_HUMAN
Q14190,SIM2_HUMAN
Q14191,WRN_HUMAN
Q14194,DPYL1_HUMAN
Q14195,DPYL3_HUMAN
Q14201,BTG3_HUMAN
Q14202,ZMYM3_HUMAN
Q14203,DCTN1_HUMAN
Q14207,NPAT_HUMAN
Q14209,E2F2_HUMAN
Q14242,SELPL_HUMAN
Q14244,MAP7_HUMAN
Q14247,SRC8_HUMAN
Q14249,NUCG_HUMAN
Q14257,RCN2_HUMAN
Q14258,TRI25_HUMAN
Q14289,FAK2_HUMAN
Q14314,FGL2_HUMAN
Q14318,FKBP8_HUMAN
Q14320,FA50A_HUMAN
Q14324,MYPC2_HUMAN
Q14332,FZD2_HUMAN
Q14416,GRM2_HUMAN
Q14432,PDE3A_HUMAN
Q14435,GALT3_HUMAN
Q14439,GP176_HUMAN
Q14444,CAPR1_HUMAN
Q14449,GRB14_HUMAN
Q14451,GRB7_HUMAN
Q14457,BECN1_HUMAN
Q14469,HES1_HUMAN
Q14493,SLBP_HUMAN
Q14494,NF2L1_HUMAN
Q14498,RBM39_HUMAN
Q14500,KCJ12_HUMAN
Q14511,CASL_HUMAN
Q14512,FGFP1_HUMAN
Q14515,SPRL1_HUMAN
Q14517,FAT1_HUMAN
Q14524,SCN5A_HUMAN
Q14525,KT33B_HUMAN
Q14526,HIC1_HUMAN
Q14527,HLTF_HUMAN
Q14532,K1H2_HUMAN
Q14533,KRT81_HUMAN
Q14534,ERG1_HUMAN
Q14541,HNF4G_HUMAN
Q14542,S29A2_HUMAN
Q14549,GBX1_HUMAN
Q14562,DHX8_HUMAN
Q14563,SEM3A_HUMAN
Q14566,MCM6_HUMAN
Q14571,ITPR2_HUMAN
Q14573,ITPR3_HUMAN
Q14576,ELAV3_HUMAN
Q14582,MAD4_HUMAN
Q14584,ZN266_HUMAN
Q14585,ZN345_HUMAN
Q14587,ZN268_HUMAN
Q14588,ZN234_HUMAN
Q14590,ZN235_HUMAN
Q14592,ZN460_HUMAN
Q14593,ZN273_HUMAN
Q14596,NBR1_HUMAN
Q14623,IHH_HUMAN
Q14624,ITIH4_HUMAN
Q14626,I11RA_HUMAN
Q14641,INSL4_HUMAN
Q14643,ITPR1_HUMAN
Q14653,IRF3_HUMAN
Q14657,LAGE3_HUMAN
Q14667,K0100_HUMAN
Q14669,TRIPC_HUMAN
Q14671,PUM1_HUMAN
Q14674,ESPL1_HUMAN
Q14676,MDC1_HUMAN
Q14677,EPN4_HUMAN
Q14678,KANK1_HUMAN
Q14679,TTLL4_HUMAN
Q14680,MELK_HUMAN
Q14681,KCTD2_HUMAN
Q14684,RRP1B_HUMAN
Q14686,NCOA6_HUMAN
Q14687,GSE1_HUMAN
Q14689,DIP2A_HUMAN
Q14690,RRP5_HUMAN
Q14692,BMS1_HUMAN
Q14693,LPIN1_HUMAN
Q14694,UBP10_HUMAN
Q14696,MESD_HUMAN
Q14697,GANAB_HUMAN
Q14699,RFTN1_HUMAN
Q14703,MBTP1_HUMAN
Q14714,SSPN_HUMAN
Q14721,KCNB1_HUMAN
Q14722,KCAB1_HUMAN
Q14728,MFS10_HUMAN
Q14738,2A5D_HUMAN
Q14739,LBR_HUMAN
Q14746,COG2_HUMAN
Q14761,PTCA_HUMAN
Q14764,MVP_HUMAN
Q14766,LTBP1_HUMAN
Q14767,LTBP2_HUMAN
Q14773,ICAM4_HUMAN
Q14774,HLX_HUMAN
Q14781,CBX2_HUMAN
Q14789,GOGB1_HUMAN
Q14790,CASP8_HUMAN
Q147U1,ZN846_HUMAN
Q147X3,NAA30_HUMAN
Q14802,FXYD3_HUMAN
Q14807,KIF22_HUMAN
Q14814,MEF2D_HUMAN
Q14831,GRM7_HUMAN
Q14832,GRM3_HUMAN
Q14833,GRM4_HUMAN
Q14839,CHD4_HUMAN
Q14847,LASP1_HUMAN
Q14849,STAR3_HUMAN
Q14865,ARI5B_HUMAN
Q14872,MTF1_HUMAN
Q14896,MYPC3_HUMAN
Q14919,NC2A_HUMAN
Q14929,ZN169_HUMAN
Q14934,NFAC4_HUMAN
Q14938,NFIX_HUMAN
Q14940,SL9A5_HUMAN
Q14956,GPNMB_HUMAN
Q14957,NMDE3_HUMAN
Q14966,ZN638_HUMAN
Q14973,NTCP_HUMAN
Q14978,NOLC1_HUMAN
Q14980,NUMA1_HUMAN
Q14990,ODFP1_HUMAN
Q14993,COJA1_HUMAN
Q14999,CUL7_HUMAN
Q149M9,NWD1_HUMAN
Q149N8,SHPRH_HUMAN
Q14BN4,SLMAP_HUMAN
Q14C86,GAPD1_HUMAN
Q14C87,T132D_HUMAN
Q14CB8,RHG19_HUMAN
Q14CM0,FRPD4_HUMAN
Q14CN2,CLCA4_HUMAN
Q14CN4,K2C72_HUMAN
Q14CS0,UBX2B_HUMAN
Q14CW9,AT7L3_HUMAN
Q14CZ0,CP072_HUMAN
Q14CZ8,HECAM_HUMAN
Q14D04,MELT_HUMAN
Q14D33,RTP5_HUMAN
Q14DG7,T132B_HUMAN
Q15003,CND2_HUMAN
Q15004,PAF15_HUMAN
Q15005,SPCS2_HUMAN
Q15007,FL2D_HUMAN
Q15011,HERP1_HUMAN
Q15013,MD2BP_HUMAN
Q15014,MO4L2_HUMAN
Q15018,ABRX2_HUMAN
Q15020,SART3_HUMAN
Q15021,CND1_HUMAN
Q15022,SUZ12_HUMAN
Q15025,TNIP1_HUMAN
Q15027,ACAP1_HUMAN
Q15029,U5S1_HUMAN
Q15032,R3HD1_HUMAN
Q15035,TRAM2_HUMAN
Q15036,SNX17_HUMAN
Q15038,DAZP2_HUMAN
Q15042,RB3GP_HUMAN
Q15043,S39AE_HUMAN
Q15046,SYK_HUMAN
Q15047,SETB1_HUMAN
Q15049,MLC1_HUMAN
Q15050,RRS1_HUMAN
Q15052,ARHG6_HUMAN
Q15054,DPOD3_HUMAN
Q15056,IF4H_HUMAN
Q15057,ACAP2_HUMAN
Q15058,KIF14_HUMAN
Q15059,BRD3_HUMAN
Q15061,WDR43_HUMAN
Q15075,EEA1_HUMAN
Q15078,CD5R1_HUMAN
Q15109,RAGE_HUMAN
Q15111,PLCL1_HUMAN
Q15113,PCOC1_HUMAN
Q15118,PDK1_HUMAN
Q15121,PEA15_HUMAN
Q15139,KPCD1_HUMAN
Q15147,PLCB4_HUMAN
Q15149,PLEC_HUMAN
Q15172,2A5A_HUMAN
Q15173,2A5B_HUMAN
Q15185,TEBP_HUMAN
Q15198,PGFRL_HUMAN
Q15223,NECT1_HUMAN
Q15233,NONO_HUMAN
Q15256,PTPRR_HUMAN
Q15262,PTPRK_HUMAN
Q15269,PWP2_HUMAN
Q15276,RABE1_HUMAN
Q15287,RNPS1_HUMAN
Q15291,RBBP5_HUMAN
Q15293,RCN1_HUMAN
Q15303,ERBB4_HUMAN
Q15306,IRF4_HUMAN
Q15311,RBP1_HUMAN
Q15319,PO4F3_HUMAN
Q15323,K1H1_HUMAN
Q15326,ZMY11_HUMAN
Q15329,E2F5_HUMAN
Q15334,L2GL1_HUMAN
Q15345,LRC41_HUMAN
Q15361,TTF1_HUMAN
Q15388,TOM20_HUMAN
Q15389,ANGP1_HUMAN
Q15390,MTFR1_HUMAN
Q15397,PUM3_HUMAN
Q15398,DLGP5_HUMAN
Q15406,NR6A1_HUMAN
Q15413,RYR3_HUMAN
Q15415,RBY1F_HUMAN
Q15418,KS6A1_HUMAN
Q15424,SAFB1_HUMAN
Q15427,SF3B4_HUMAN
Q15428,SF3A2_HUMAN
Q15431,SYCP1_HUMAN
Q15434,RBMS2_HUMAN
Q15435,PP1R7_HUMAN
Q15459,SF3A1_HUMAN
Q15464,SHB_HUMAN
Q15465,SHH_HUMAN
Q15468,STIL_HUMAN
Q15475,SIX1_HUMAN
Q15477,SKIV2_HUMAN
Q15506,SP17_HUMAN
Q15526,SURF1_HUMAN
Q15528,MED22_HUMAN
Q15532,SSXT_HUMAN
Q15542,TAF5_HUMAN
Q15544,TAF11_HUMAN
Q15545,TAF7_HUMAN
Q15554,TERF2_HUMAN
Q15555,MARE2_HUMAN
Q15560,TCEA2_HUMAN
Q15561,TEAD4_HUMAN
Q15562,TEAD2_HUMAN
Q15569,TESK1_HUMAN
Q15572,TAF1C_HUMAN
Q15596,NCOA2_HUMAN
Q15599,NHRF2_HUMAN
Q155Q3,DIXC1_HUMAN
Q15628,TRADD_HUMAN
Q15629,TRAM1_HUMAN
Q15633,TRBP2_HUMAN
Q15637,SF01_HUMAN
Q15642,CIP4_HUMAN
Q15643,TRIPB_HUMAN
Q15648,MED1_HUMAN
Q15649,ZNHI3_HUMAN
Q15650,TRIP4_HUMAN
Q15651,HMGN3_HUMAN
Q15652,JHD2C_HUMAN
Q15653,IKBB_HUMAN
Q15654,TRIP6_HUMAN
Q15672,TWST1_HUMAN
Q15678,PTN14_HUMAN
Q15691,MARE1_HUMAN
Q15696,U2AFM_HUMAN
Q15697,ZN174_HUMAN
Q15699,ALX1_HUMAN
Q15714,T22D1_HUMAN
Q15722,LT4R1_HUMAN
Q15723,ELF2_HUMAN
Q15726,KISS1_HUMAN
Q15735,PI5PA_HUMAN
Q15738,NSDHL_HUMAN
Q15742,NAB2_HUMAN
Q15743,OGR1_HUMAN
Q15744,CEBPE_HUMAN
Q15746,MYLK_HUMAN
Q15750,TAB1_HUMAN
Q15751,HERC1_HUMAN
Q15758,AAAT_HUMAN
Q15760,GPR19_HUMAN
Q15761,NPY5R_HUMAN
Q15762,CD226_HUMAN
Q15768,EFNB3_HUMAN
Q15772,SPEG_HUMAN
Q15773,MLF2_HUMAN
Q15776,ZKSC8_HUMAN
Q15784,NDF2_HUMAN
Q15788,NCOA1_HUMAN
Q15797,SMAD1_HUMAN
Q15811,ITSN1_HUMAN
Q15814,TBCC_HUMAN
Q15818,NPTX1_HUMAN
Q15825,ACHA6_HUMAN
Q15828,CYTM_HUMAN
Q15831,STK11_HUMAN
Q15834,CC85B_HUMAN
Q15842,KCNJ8_HUMAN
Q15848,ADIPO_HUMAN
Q15849,UT2_HUMAN
Q15853,USF2_HUMAN
Q15858,SCN9A_HUMAN
Q15878,CAC1E_HUMAN
Q15884,F1892_HUMAN
Q15904,VAS1_HUMAN
Q15906,VPS72_HUMAN
Q15907,RB11B_HUMAN
Q15910,EZH2_HUMAN
Q15911,ZFHX3_HUMAN
Q15915,ZIC1_HUMAN
Q15916,ZBTB6_HUMAN
Q15935,ZNF77_HUMAN
Q15937,ZNF79_HUMAN
Q15942,ZYX_HUMAN
Q15973,ZN124_HUMAN
Q16099,GRIK4_HUMAN
Q16143,SYUB_HUMAN
Q16181,SEPT7_HUMAN
Q16186,ADRM1_HUMAN
Q16204,CCDC6_HUMAN
Q16206,ENOX2_HUMAN
Q16236,NF2L2_HUMAN
Q16254,E2F4_HUMAN
Q16280,CNGA2_HUMAN
Q16281,CNGA3_HUMAN
Q16322,KCA10_HUMAN
Q16348,S15A2_HUMAN
Q16352,AINX_HUMAN
Q16384,SSX1_HUMAN
Q16385,SSX2_HUMAN
Q16445,GBRA6_HUMAN
Q16478,GRIK5_HUMAN
Q16512,PKN1_HUMAN
Q16513,PKN2_HUMAN
Q16514,TAF12_HUMAN
Q16520,BATF_HUMAN
Q16526,CRY1_HUMAN
Q16527,CSRP2_HUMAN
Q16531,DDB1_HUMAN
Q16533,SNPC1_HUMAN
Q16534,HLF_HUMAN
Q16537,2A5E_HUMAN
Q16538,GP162_HUMAN
Q16543,CDC37_HUMAN
Q16549,PCSK7_HUMAN
Q16552,IL17_HUMAN
Q16555,DPYL2_HUMAN
Q16558,KCMB1_HUMAN
Q16559,TAL2_HUMAN
Q16560,U1SBP_HUMAN
Q16566,KCC4_HUMAN
Q16568,CART_HUMAN
Q16572,VACHT_HUMAN
Q16584,M3K11_HUMAN
Q16585,SGCB_HUMAN
Q16586,SGCA_HUMAN
Q16587,ZNF74_HUMAN
Q16589,CCNG2_HUMAN
Q16594,TAF9_HUMAN
Q16595,FRDA_HUMAN
Q16600,ZN239_HUMAN
Q16610,ECM1_HUMAN
Q16612,NREP_HUMAN
Q16620,NTRK2_HUMAN
Q16621,NFE2_HUMAN
Q16625,OCLN_HUMAN
Q16626,MEA1_HUMAN
Q16629,SRSF7_HUMAN
Q16630,CPSF6_HUMAN
Q16633,OBF1_HUMAN
Q16637,SMN_HUMAN
Q16643,DREB_HUMAN
Q16644,MAPK3_HUMAN
Q16649,NFIL3_HUMAN
Q16650,TBR1_HUMAN
Q16651,PRSS8_HUMAN
Q16655,MAR1_HUMAN
Q16656,NRF1_HUMAN
Q16659,MK06_HUMAN
Q16665,HIF1A_HUMAN
Q16666,IF16_HUMAN
Q16670,ZSC26_HUMAN
Q16671,AMHR2_HUMAN
Q16676,FOXD1_HUMAN
Q16690,DUS5_HUMAN
Q16695,H31T_HUMAN
Q16706,MA2A1_HUMAN
Q16720,AT2B3_HUMAN
Q16739,CEGT_HUMAN
Q16760,DGKD_HUMAN
Q16763,UBE2S_HUMAN
Q16778,H2B2E_HUMAN
Q16790,CAH9_HUMAN
Q16795,NDUA9_HUMAN
Q16798,MAON_HUMAN
Q16799,RTN1_HUMAN
Q16819,MEP1A_HUMAN
Q16821,PPR3A_HUMAN
Q16825,PTN21_HUMAN
Q16828,DUS6_HUMAN
Q16829,DUS7_HUMAN
Q16832,DDR2_HUMAN
Q16842,SIA4B_HUMAN
Q16849,PTPRN_HUMAN
Q16853,AOC3_HUMAN
Q16854,DGUOK_HUMAN
Q16875,F263_HUMAN
Q16880,CGT_HUMAN
Q16890,TPD53_HUMAN
Q16891,MIC60_HUMAN
Q17R60,IMPG1_HUMAN
Q17R89,RHG44_HUMAN
Q17R98,ZN827_HUMAN
Q17RB8,LONF1_HUMAN
Q17RC7,EX3L4_HUMAN
Q17RD7,SYT16_HUMAN
Q17RG1,KCD19_HUMAN
Q17RM4,CC142_HUMAN
Q17RN3,FA98C_HUMAN
Q17RQ9,NKPD1_HUMAN
Q17RS7,GEN_HUMAN
Q17RW2,COOA1_HUMAN
Q17RY0,CPEB4_HUMAN
Q17RY6,LY6K_HUMAN
Q18PE1,DOK7_HUMAN
Q19T08,ECSCR_HUMAN
Q1A5X6,IQCJ_HUMAN
Q1ED39,KNOP1_HUMAN
Q1EHB4,SC5AC_HUMAN
Q1HG43,DOXA1_HUMAN
Q1HG44,DOXA2_HUMAN
Q1KMD3,HNRL2_HUMAN
Q1L5Z9,LONF2_HUMAN
Q1MSJ5,CSPP1_HUMAN
Q1MX18,INSC_HUMAN
Q1W6H9,F110C_HUMAN
Q1X8D7,LRC36_HUMAN
Q1XH10,SKDA1_HUMAN
Q24JP5,T132A_HUMAN
Q27J81,INF2_HUMAN
Q29RF7,PDS5A_HUMAN
Q2HXU8,CL12B_HUMAN
Q2I0M4,LRC26_HUMAN
Q2I0M5,RSPO4_HUMAN
Q2KHM9,MOONR_HUMAN
Q2KHR2,RFX7_HUMAN
Q2KHR3,QSER1_HUMAN
Q2KHT3,CL16A_HUMAN
Q2KJY2,KI26B_HUMAN
Q2L4Q9,PRS53_HUMAN
Q2LD37,K1109_HUMAN
Q2M1K9,ZN423_HUMAN
Q2M1P5,KIF7_HUMAN
Q2M1V0,ISX_HUMAN
Q2M1Z3,RHG31_HUMAN
Q2M218,ZN630_HUMAN
Q2M243,CCD27_HUMAN
Q2M296,MTHSD_HUMAN
Q2M2E3,ODFP4_HUMAN
Q2M2H8,MGAL_HUMAN
Q2M2I3,FA83E_HUMAN
Q2M2I5,K1C24_HUMAN
Q2M2I8,AAK1_HUMAN
Q2M2Z5,KIZ_HUMAN
Q2M385,MPEG1_HUMAN
Q2M389,WASC4_HUMAN
Q2M3C6,TM266_HUMAN
Q2M3C7,SPKAP_HUMAN
Q2M3G0,ABCB5_HUMAN
Q2M3G4,SHRM1_HUMAN
Q2M3M2,SC5A9_HUMAN
Q2M3R5,S35G1_HUMAN
Q2M3W8,ZN181_HUMAN
Q2M3X9,ZN674_HUMAN
Q2MJR0,SPRE3_HUMAN
Q2MKA7,RSPO1_HUMAN
